"commodity","state","time","country","total_exports_value"
"327 Nonmetallic Mineral Products","US Virgin Islands","2018","World Total","365,759"
"327 Nonmetallic Mineral Products","Utah","2014","World Total","44,702,962"
"327 Nonmetallic Mineral Products","Utah","2015","World Total","42,918,363"
"327 Nonmetallic Mineral Products","Utah","2016","World Total","43,124,301"
"327 Nonmetallic Mineral Products","Utah","2017","World Total","61,459,594"
"327 Nonmetallic Mineral Products","Utah","2018","World Total","59,954,549"
"327 Nonmetallic Mineral Products","Vermont","2014","World Total","12,225,718"
"327 Nonmetallic Mineral Products","Vermont","2015","World Total","10,240,589"
"327 Nonmetallic Mineral Products","Vermont","2016","World Total","13,190,315"
"327 Nonmetallic Mineral Products","Vermont","2017","World Total","14,487,035"
"327 Nonmetallic Mineral Products","Vermont","2018","World Total","13,700,165"
"327 Nonmetallic Mineral Products","Virginia","2014","World Total","189,695,721"
"327 Nonmetallic Mineral Products","Virginia","2015","World Total","219,490,042"
"327 Nonmetallic Mineral Products","Virginia","2016","World Total","240,600,265"
"327 Nonmetallic Mineral Products","Virginia","2017","World Total","243,095,895"
"327 Nonmetallic Mineral Products","Virginia","2018","World Total","242,983,588"
"327 Nonmetallic Mineral Products","Washington","2014","World Total","234,490,805"
"327 Nonmetallic Mineral Products","Washington","2015","World Total","218,495,174"
"327 Nonmetallic Mineral Products","Washington","2016","World Total","213,196,412"
"327 Nonmetallic Mineral Products","Washington","2017","World Total","208,018,255"
"327 Nonmetallic Mineral Products","Washington","2018","World Total","225,119,388"
"327 Nonmetallic Mineral Products","West Virginia","2014","World Total","103,826,634"
"327 Nonmetallic Mineral Products","West Virginia","2015","World Total","97,953,954"
"327 Nonmetallic Mineral Products","West Virginia","2016","World Total","88,386,959"
"327 Nonmetallic Mineral Products","West Virginia","2017","World Total","110,380,670"
"327 Nonmetallic Mineral Products","West Virginia","2018","World Total","120,690,498"
"327 Nonmetallic Mineral Products","Wisconsin","2014","World Total","138,458,806"
"327 Nonmetallic Mineral Products","Wisconsin","2015","World Total","137,637,172"
"327 Nonmetallic Mineral Products","Wisconsin","2016","World Total","131,630,471"
"327 Nonmetallic Mineral Products","Wisconsin","2017","World Total","144,341,095"
"327 Nonmetallic Mineral Products","Wisconsin","2018","World Total","163,558,927"
"327 Nonmetallic Mineral Products","Wyoming","2014","World Total","19,384,814"
"327 Nonmetallic Mineral Products","Wyoming","2015","World Total","18,790,548"
"327 Nonmetallic Mineral Products","Wyoming","2016","World Total","17,912,345"
"327 Nonmetallic Mineral Products","Wyoming","2017","World Total","15,583,714"
"327 Nonmetallic Mineral Products","Wyoming","2018","World Total","15,639,030"
"327 Nonmetallic Mineral Products","Unknown","2014","World Total","472,490,399"
"327 Nonmetallic Mineral Products","Unknown","2015","World Total","469,793,774"
"327 Nonmetallic Mineral Products","Unknown","2016","World Total","469,216,711"
"327 Nonmetallic Mineral Products","Unknown","2017","World Total","469,449,637"
"327 Nonmetallic Mineral Products","Unknown","2018","World Total","464,662,214"
"331 Primary Metal Mfg","Alabama","2014","World Total","1,512,799,277"
"331 Primary Metal Mfg","Alabama","2015","World Total","1,582,098,348"
"331 Primary Metal Mfg","Alabama","2016","World Total","1,478,314,970"
"331 Primary Metal Mfg","Alabama","2017","World Total","1,929,974,933"
"331 Primary Metal Mfg","Alabama","2018","World Total","1,569,989,088"
"331 Primary Metal Mfg","Alaska","2014","World Total","9,229,569"
"331 Primary Metal Mfg","Alaska","2015","World Total","3,684,956"
"331 Primary Metal Mfg","Alaska","2016","World Total","14,163,496"
"331 Primary Metal Mfg","Alaska","2017","World Total","10,785,749"
"331 Primary Metal Mfg","Alaska","2018","World Total","10,115,930"
"331 Primary Metal Mfg","Arizona","2014","World Total","508,845,016"
"331 Primary Metal Mfg","Arizona","2015","World Total","394,103,684"
"331 Primary Metal Mfg","Arizona","2016","World Total","353,341,999"
"331 Primary Metal Mfg","Arizona","2017","World Total","374,082,169"
"331 Primary Metal Mfg","Arizona","2018","World Total","411,105,534"
"331 Primary Metal Mfg","Arkansas","2014","World Total","291,599,077"
"331 Primary Metal Mfg","Arkansas","2015","World Total","197,758,877"
"331 Primary Metal Mfg","Arkansas","2016","World Total","162,927,591"
"331 Primary Metal Mfg","Arkansas","2017","World Total","272,426,808"
"331 Primary Metal Mfg","Arkansas","2018","World Total","240,278,394"
"331 Primary Metal Mfg","California","2014","World Total","3,212,836,203"
"331 Primary Metal Mfg","California","2015","World Total","3,547,823,416"
"331 Primary Metal Mfg","California","2016","World Total","4,653,461,842"
"331 Primary Metal Mfg","California","2017","World Total","4,462,613,101"
"331 Primary Metal Mfg","California","2018","World Total","3,606,770,863"
"331 Primary Metal Mfg","Colorado","2014","World Total","192,736,475"
"331 Primary Metal Mfg","Colorado","2015","World Total","144,510,473"
"331 Primary Metal Mfg","Colorado","2016","World Total","142,851,023"
"331 Primary Metal Mfg","Colorado","2017","World Total","179,462,052"
"331 Primary Metal Mfg","Colorado","2018","World Total","246,258,698"
"331 Primary Metal Mfg","Connecticut","2014","World Total","637,843,293"
"331 Primary Metal Mfg","Connecticut","2015","World Total","675,081,133"
"331 Primary Metal Mfg","Connecticut","2016","World Total","505,074,119"
"331 Primary Metal Mfg","Connecticut","2017","World Total","410,405,315"
"331 Primary Metal Mfg","Connecticut","2018","World Total","324,238,574"
"331 Primary Metal Mfg","Delaware","2014","World Total","53,600,366"
"331 Primary Metal Mfg","Delaware","2015","World Total","47,116,026"
"331 Primary Metal Mfg","Delaware","2016","World Total","44,078,138"
"331 Primary Metal Mfg","Delaware","2017","World Total","49,054,540"
"331 Primary Metal Mfg","Delaware","2018","World Total","49,277,573"
"331 Primary Metal Mfg","Dist of Columbia","2014","World Total","495,685"
"331 Primary Metal Mfg","Dist of Columbia","2015","World Total","639,551"
"331 Primary Metal Mfg","Dist of Columbia","2016","World Total","540,781"
"331 Primary Metal Mfg","Dist of Columbia","2017","World Total","297,304"
"331 Primary Metal Mfg","Dist of Columbia","2018","World Total","1,245,418"
"331 Primary Metal Mfg","Florida","2014","World Total","3,771,257,640"
"331 Primary Metal Mfg","Florida","2015","World Total","2,209,359,332"
"331 Primary Metal Mfg","Florida","2016","World Total","2,305,186,226"
"331 Primary Metal Mfg","Florida","2017","World Total","2,800,226,532"
"331 Primary Metal Mfg","Florida","2018","World Total","2,501,029,136"
"331 Primary Metal Mfg","Georgia","2014","World Total","716,310,828"
"331 Primary Metal Mfg","Georgia","2015","World Total","531,919,693"
"331 Primary Metal Mfg","Georgia","2016","World Total","523,124,608"
"331 Primary Metal Mfg","Georgia","2017","World Total","704,494,288"
"331 Primary Metal Mfg","Georgia","2018","World Total","702,580,591"
"331 Primary Metal Mfg","Hawaii","2014","World Total","270,950"
"331 Primary Metal Mfg","Hawaii","2015","World Total","1,036,055"
"331 Primary Metal Mfg","Hawaii","2016","World Total","530,440"
"331 Primary Metal Mfg","Hawaii","2017","World Total","439,149"
"331 Primary Metal Mfg","Hawaii","2018","World Total","187,763"
"331 Primary Metal Mfg","Idaho","2014","World Total","296,385,497"
"331 Primary Metal Mfg","Idaho","2015","World Total","133,859,851"
"331 Primary Metal Mfg","Idaho","2016","World Total","128,410,211"
"331 Primary Metal Mfg","Idaho","2017","World Total","127,317,407"
"331 Primary Metal Mfg","Idaho","2018","World Total","88,202,262"
"331 Primary Metal Mfg","Illinois","2014","World Total","1,763,147,568"
"331 Primary Metal Mfg","Illinois","2015","World Total","1,419,468,903"
"331 Primary Metal Mfg","Illinois","2016","World Total","1,245,133,081"
"331 Primary Metal Mfg","Illinois","2017","World Total","1,362,152,757"
"331 Primary Metal Mfg","Illinois","2018","World Total","1,409,633,752"
"331 Primary Metal Mfg","Indiana","2014","World Total","1,476,593,429"
"331 Primary Metal Mfg","Indiana","2015","World Total","1,293,622,766"
"331 Primary Metal Mfg","Indiana","2016","World Total","1,168,456,054"
"331 Primary Metal Mfg","Indiana","2017","World Total","1,259,711,832"
"331 Primary Metal Mfg","Indiana","2018","World Total","1,197,362,843"
"331 Primary Metal Mfg","Iowa","2014","World Total","684,985,296"
"331 Primary Metal Mfg","Iowa","2015","World Total","489,818,090"
"331 Primary Metal Mfg","Iowa","2016","World Total","385,969,802"
"331 Primary Metal Mfg","Iowa","2017","World Total","445,674,176"
"331 Primary Metal Mfg","Iowa","2018","World Total","375,984,844"
"331 Primary Metal Mfg","Kansas","2014","World Total","180,332,923"
"331 Primary Metal Mfg","Kansas","2015","World Total","166,505,406"
"331 Primary Metal Mfg","Kansas","2016","World Total","162,695,967"
"331 Primary Metal Mfg","Kansas","2017","World Total","135,651,211"
"331 Primary Metal Mfg","Kansas","2018","World Total","150,835,728"
"331 Primary Metal Mfg","Kentucky","2014","World Total","684,248,359"
"331 Primary Metal Mfg","Kentucky","2015","World Total","581,758,537"
"331 Primary Metal Mfg","Kentucky","2016","World Total","643,201,294"
"331 Primary Metal Mfg","Kentucky","2017","World Total","736,609,673"
"331 Primary Metal Mfg","Kentucky","2018","World Total","682,213,700"
"331 Primary Metal Mfg","Louisiana","2014","World Total","1,125,676,065"
"331 Primary Metal Mfg","Louisiana","2015","World Total","395,934,598"
"331 Primary Metal Mfg","Louisiana","2016","World Total","690,367,841"
"331 Primary Metal Mfg","Louisiana","2017","World Total","451,329,516"
"331 Primary Metal Mfg","Louisiana","2018","World Total","400,545,670"
"331 Primary Metal Mfg","Maine","2014","World Total","22,861,835"
"331 Primary Metal Mfg","Maine","2015","World Total","27,587,704"
"331 Primary Metal Mfg","Maine","2016","World Total","17,842,434"
"331 Primary Metal Mfg","Maine","2017","World Total","14,641,288"
"331 Primary Metal Mfg","Maine","2018","World Total","16,150,450"
"331 Primary Metal Mfg","Maryland","2014","World Total","411,045,220"
"331 Primary Metal Mfg","Maryland","2015","World Total","221,158,624"
"331 Primary Metal Mfg","Maryland","2016","World Total","216,770,437"
"331 Primary Metal Mfg","Maryland","2017","World Total","258,014,626"
"331 Primary Metal Mfg","Maryland","2018","World Total","345,584,127"
"331 Primary Metal Mfg","Massachusetts","2014","World Total","2,378,009,169"
"331 Primary Metal Mfg","Massachusetts","2015","World Total","523,074,232"
"331 Primary Metal Mfg","Massachusetts","2016","World Total","951,072,881"
"331 Primary Metal Mfg","Massachusetts","2017","World Total","2,668,482,609"
"331 Primary Metal Mfg","Massachusetts","2018","World Total","1,934,601,340"
"331 Primary Metal Mfg","Michigan","2014","World Total","2,608,578,614"
"331 Primary Metal Mfg","Michigan","2015","World Total","2,133,530,788"
"331 Primary Metal Mfg","Michigan","2016","World Total","2,303,859,365"
"331 Primary Metal Mfg","Michigan","2017","World Total","2,569,171,206"
"331 Primary Metal Mfg","Michigan","2018","World Total","2,379,167,295"
"331 Primary Metal Mfg","Minnesota","2014","World Total","264,291,235"
"331 Primary Metal Mfg","Minnesota","2015","World Total","237,710,919"
"331 Primary Metal Mfg","Minnesota","2016","World Total","205,488,073"
"331 Primary Metal Mfg","Minnesota","2017","World Total","219,517,798"
"331 Primary Metal Mfg","Minnesota","2018","World Total","204,344,413"
"331 Primary Metal Mfg","Mississippi","2014","World Total","265,396,982"
"331 Primary Metal Mfg","Mississippi","2015","World Total","229,085,757"
"331 Primary Metal Mfg","Mississippi","2016","World Total","230,804,553"
"331 Primary Metal Mfg","Mississippi","2017","World Total","298,000,438"
"331 Primary Metal Mfg","Mississippi","2018","World Total","294,218,919"
"331 Primary Metal Mfg","Missouri","2014","World Total","434,260,682"
"331 Primary Metal Mfg","Missouri","2015","World Total","415,348,442"
"331 Primary Metal Mfg","Missouri","2016","World Total","311,550,833"
"331 Primary Metal Mfg","Missouri","2017","World Total","407,388,168"
"331 Primary Metal Mfg","Missouri","2018","World Total","450,040,290"
"331 Primary Metal Mfg","Montana","2014","World Total","50,196,321"
"331 Primary Metal Mfg","Montana","2015","World Total","45,494,149"
"331 Primary Metal Mfg","Montana","2016","World Total","39,759,671"
"331 Primary Metal Mfg","Montana","2017","World Total","36,887,518"
"331 Primary Metal Mfg","Montana","2018","World Total","53,158,090"
"331 Primary Metal Mfg","Nebraska","2014","World Total","76,276,291"
"331 Primary Metal Mfg","Nebraska","2015","World Total","58,955,861"
"331 Primary Metal Mfg","Nebraska","2016","World Total","55,012,525"
"331 Primary Metal Mfg","Nebraska","2017","World Total","71,038,585"
